"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"DDD","3D Systems Corporation","21.02","$2.39B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ddd",
"MMM","3M Company","204.26","$119.82B","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mmm",
"WBAI","500.com Limited","13.34","$553.41M","2013","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/wbai",
"WUBA","58.com Inc.","74.72","$11.01B","2013","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/wuba",
"EGHT","8x8 Inc","22.55","$2.1B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/eght",
"AHC","A.H. Belo Corporation","4.6","$99.87M","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/ahc",
"ATEN","A10 Networks, Inc.","6.97","$493.14M","2014","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/aten",
"AAC","AAC Holdings, Inc.","9.7","$238.67M","2014","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/aac",
"AIR","AAR Corp.","46.1","$1.6B","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/air",
"AAN","Aaron&#39;s,  Inc.","50.79","$3.69B","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/aan",
"ABB","ABB Ltd","23.01","$49.05B","n/a","Consumer Durables","Electrical Products","https://www.nasdaq.com/symbol/abb",
"ABT","Abbott Laboratories","65.67","$115.13B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/abt",
"ABBV","AbbVie Inc.","97.64","$154.94B","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/abbv",
"ANF","Abercrombie & Fitch Company","28.27","$1.92B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/anf",
"AGD","Aberdeen Global Dynamic Dividend Fund","10.45","$131.14M","2006","n/a","n/a","https://www.nasdaq.com/symbol/agd",
"AWP","Aberdeen Global Premier Properties Fund","6.34","$541.49M","2007","n/a","n/a","https://www.nasdaq.com/symbol/awp",
"ACP","Aberdeen Income Credit Strategies Fund","14.2","$185.65M","2011","n/a","n/a","https://www.nasdaq.com/symbol/acp",
"JEQ","Aberdeen Japan Equity Fund, Inc. ","8.24","$110.33M","1992","n/a","n/a","https://www.nasdaq.com/symbol/jeq",
"AOD","Aberdeen Total Dynamic Dividend Fund","8.83","$950.05M","2007","n/a","n/a","https://www.nasdaq.com/symbol/aod",
"ABM","ABM Industries Incorporated","32.98","$2.17B","n/a","Finance","Diversified Commercial Services","https://www.nasdaq.com/symbol/abm",
"AKR","Acadia Realty Trust","28.43","$2.32B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/akr",
"ACN","Accenture plc","164.92","$105.78B","2001","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/acn",
"ACCO","Acco Brands Corporation","12.4","$1.33B","n/a","Consumer Durables","Publishing","https://www.nasdaq.com/symbol/acco",
"ATV","Acorn International, Inc.","20.24","$54.25M","2007","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/atv",
"ATU","Actuant Corporation","29.6","$1.8B","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/atu",
"AYI","Acuity Brands Inc","148.39","$5.96B","n/a","Consumer Durables","Building Products","https://www.nasdaq.com/symbol/ayi",
"GOLF","Acushnet Holdings Corp.","27.31","$2.04B","2016","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/golf",
"ADX","Adams Diversified Equity Fund, Inc.","16.23","$1.64B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/adx",
"PEO","Adams Natural Resources Fund, Inc.","19.62","$568.9M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/peo",
"AGRO","Adecoagro S.A.","8.41","$981.21M","2011","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/agro",
"ADNT","Adient plc","44.91","$4.19B","2016","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/adnt",
"ADT","ADT Inc.","9.08","$6.96B","2018","Consumer Services","Diversified Commercial Services","https://www.nasdaq.com/symbol/adt",
"ATGE","Adtalem Global Education Inc.","49.05","$2.95B","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/atge",
"AAP","Advance Auto Parts Inc","160.73","$11.9B","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/aap",
"ADSW","Advanced Disposal Services, Inc.","25.65","$2.27B","2016","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/adsw",
"WMS","Advanced Drainage Systems, Inc.","31.5","$1.79B","2014","Capital Goods","Containers/Packaging","https://www.nasdaq.com/symbol/wms",
"ASIX","AdvanSix Inc.","33.22","$1.01B","2016","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/asix",
"AAV","Advantage Oil & Gas Ltd","3.05","$567.91M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/aav",
"AVK","Advent Claymore Convertible Securities and Income Fund","15.64","$313.48M","2003","n/a","n/a","https://www.nasdaq.com/symbol/avk",
"AGC","Advent Claymore Convertible Securities and Income Fund II","5.67","$155.17M","2007","n/a","n/a","https://www.nasdaq.com/symbol/agc",
"LCM","Advent/Claymore Enhanced Growth & Income Fund","7.74","$71.07M","2005","n/a","n/a","https://www.nasdaq.com/symbol/lcm",
"ACM","AECOM","33.63","$5.39B","2007","Consumer Services","Military/Government/Technical","https://www.nasdaq.com/symbol/acm",
"ANW","Aegean Marine Petroleum Network Inc.","2","$81.28M","2006","Energy","Oil Refining/Marketing","https://www.nasdaq.com/symbol/anw",
"AEB","Aegon NV","25.19","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/aeb",
"AED","Aegon NV","26.3","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/aed",
"AEG","Aegon NV","6.11","$12.49B","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/aeg",
"AEH","Aegon NV","26.07","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/aeh",
"AER","Aercap Holdings N.V.","57.08","$8.4B","2006","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/aer",
"HIVE","Aerohive Networks, Inc.","4.27","$233.27M","2014","Technology","EDP Services","https://www.nasdaq.com/symbol/hive",
"AJRD","Aerojet Rocketdyne Holdings, Inc. ","36.73","$2.77B","n/a","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/ajrd",
